Term or Phrase,Date,Time,User,User Affiliation,Media Platform,Link to Post,Post Text,Screenshot,Image,Linked Media,Likes,Comments,Shares,Antisemitic (Y/N),Hateful,Violent,Offensive,Negative,Homophobic,Transphobic,Racist,Misogynistic,Xenophobic,Trope Classification,Primary Coder,Coder 2,Coder 3,Notes
Deicide,12/18/2022,,Anonymous,,Communities,https://communities.win/c/ConsumeProduct/p/16ZXa5bakO/what-does-the-catholic-church-actually-teach-about-the-jews?-what-does-the-bible-say?-what-do-the-saints-say?-click-here-to-find-out!/c/4Tohtc1yVOz,It says theyâ€™re absolved of the deicide of Christ and that antisemitism is bad. Thatâ€™s all you need to know about the papacy.,Deicide_19,,,0,1,0,N,0.346,0.115,0.484,0.988,0,0,0,0,0,,coder 1,coder 2,coder 3 ,Sounds sarcastic but can't prove tone
Deicide,12/24/2022,,Anonymous,,Communities,https://communities.win/c/ConsumeProduct/p/16ZqKlhfOb/did-the-catholic-church-actually-change-its-teaching-on-the-jews-in-vatican-ii?-you-may-be-surprised-that-it-didn't!-read-more-here!/c/4ToiW6IbLm6,"Except Vatican 2 explicitly says that Catholics absolved jews of the deicide of Christ and denounce antisemitism, so yes, your dozens of spam threads are just hoaxes and lies.",Deicide_20,,,0,1,0,N,0.388,0.097,0.483,0.935,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,1/16/2023,,Anonymous,,Communities,https://communities.win/c/ConsumeProduct/p/16Zqrcf5wX/dual-covenant-theology-is-erroneous-and-anti-biblical.-the-new-testament-refutes-this-error-several-times./c/4TpzCGtglms,"I honestly donâ€™t understand how you can be correct (obviously) on this topic and still support the papacy in the face of their deicide heresy. Glad to see someone else refuting the psychopathic shill who runs the â€œChristianityâ€ board on this website (as well as a dozen others solely to destroy all narratives other than his own on them), though.",Deicide_21,,,0,1,0,N,0.42,0.196,0.533,0.596,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,1/16/2023,,Anonymous,,Communities,https://communities.win/c/ConsumeProduct/p/16Zqrcf5wX/dual-covenant-theology-is-erroneous-and-anti-biblical.-the-new-testament-refutes-this-error-several-times./c/4TpzCGuqGdd,"> The distinction is that the Jews that reject Christ are cursed for Deicide
 
 Therefore *all jews,* ***because they are jews,*** are cursed. As per this new article, of course, since supercessionism is true Christian doctrine. Yes, the Bible says, â€œHe is not a jew who is one outwardly; he is a jew who is one inwardly,â€ and â€œwho say they are jews and are not, but do lie,â€ but *quite clearly, from the context of the discussion,* â€œthe jewsâ€ are â€œthe small hats who damn Christ and charge interest.â€ And in that case yes, theyâ€™re guilty. No one today is talking about â€œhistoric jewsâ€ like the disciples or early Christian converts. Itâ€™s â€œthe jewsâ€ of today.
 
 The main problem stems from the fact that the word Jew/Judaism has multiple meanings, but most people donâ€™t realize this. This confusion was brought about intentionally. The word Jew was invented a couple centuries ago in English translations of the Bible as a shortened form of the word Judean. This refers to the province of Judea, which at the time of the New Testament was a multi-racial, multicultural area, whose capital city was Jerusalem, which was controlled by the Pharisees. Jesus and most of His disciples did not come from Judeaâ€“they came from Galileeâ€“and therefore were not Jews by the Biblical definition. Judea was originally inhabited by the Israeli tribe of Judah, but by this point was quite mixed. Whereas Galilee was inhabited only by the Israeli tribe of Benjamin. The only disciple that was a Jew was Judas, who betrayed Jesus.
 
 The Pharisees were the evil Talmudists who Jesus opposed, and who ultimately got Jesus killed for daring to disagree with them. Later, Jerusalem was destroyed, and some Pharisees survived and became rootless nomads. Along the way they mixed with more people who converted to Talmudism. Then, after the invention of the English word Jew, the Talmudists started calling themselves Jews, and renamed their religion Judaism. They started claiming that theyâ€™re the people who lived in ancient Israel, and that theyâ€™re the â€œchosen peopleâ€ spoken of in the Bible. In reality, their religion completely contradicts the Old Testamentâ€“even the Torahâ€“and they know it, but theyâ€™ll never admit it. They brought about such a deliberate conflation and confusion of the word Jew that today people now use a definition of Jew that is expanded to include everyone in ancient Israel when thatâ€™s not at all what Jew meant originally. They also like to conflate Judaism with Hebrewism, but the religion of the Pharisees (Talmudism) only began after they returned from captivity in Babylon, and the Old Testament religion of the Hebrew people before that was quite different. Today, only a tiny minority of people who call themselves â€œJewsâ€ donâ€™t follow the Talmud.
 
 The modern confusion comes from the fact that most peopleâ€“even most Christiansâ€“donâ€™t realize this linguistic and historical deception. This is especially true of the English-speaking world (Protestants, foremost), due to modern, bastardized, heretical translations of the Bible, plus a divorce from the true traditions of the original Christian church. Theyâ€™ve totally forgotten how the Jews persecuted Christians endlessly before Christians eventually gained power through the Roman Empire and started dishing it right back to them. Just like a nation becomes ruined when it forgets its own history, the same is true of a religion. In fact, the same arguments used to claim that Christianity is inherently weak because it has now been subverted can be used to say that Western nations are inherently weak because they have been subverted, or that white people are inherently weak because a genocide is being committed upon them thanks to their altruism. Itâ€™s just not a good argument at all.",Deicide_22,,,0,2,0,Y,0.443,0.121,0.506,0.928,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,12/12/22,,Anonymous,,Disqus,https://www.rawstory.com/trump-antisemitism/#comment-6064185844,"Reichwingers always circle back to anti-Semitism. ALWAYS. It's a core tenet of KKKrischianity. Remember, the catholic church's official dogma until 1964 was that the Jewish people were collectively responsible for ""deicide."" That became somewhat, umm, untenable after the Holocaust.",Deicide_23,,,3,0,0,N,0.307,0.06,0.487,0.869,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,1/13/2023,,Anonymous,,Disqus,https://www.rawstory.com/antisemitism-in-the-united-states/#comment-6089496272,"Until 1964 it was Official Katholik Dogma that the Jewish people were COLLECTIVELY responsible for some bullshit thing called """"deicide.""""",Deicide_24,,,1,0,0,N,0.25,0.129,0.469,0.955,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,1/14/2023,,Anonymous,,Disqus,https://metalitalia.com/?p=481437&post_type=cpt_intervista&preview_id=481437#comment-6089671343,"Speriamo in un Floridian Death tour:Deicide,Morbid Angel,Obituary.",Deicide_25,,,7,2,0,N,0.208,0.075,0.477,0.921,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,1/30/2023,,Anonymous,,Disqus,https://www.rawstory.com/marilyn-manson-accused-of-sexual-assault-of-a-minor-in-new-lawsuit/#comment-6103158639,"here's one better, they actually tried to physically stop a Deicide concert, but none of us were having it....it came to blows and they ran the hell up out of there, concert was 30 minutes late starting and i have no idea how the police showed up so quick",Deicide_26,,,3,0,0,N,0.276,0.265,0.477,0.986,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Deicide,1/15/2023,,Anonymous,,KiwiFarms,https://kiwifarms.net/threads/whats-up-with-christian-antisemites.140529,"Beak Thing said:  Bad catechesis and ignorance combined with lingering cultural memories of shitty situations in the Middle Ages-Early Modern Era the Jews had nothing to do with.
 
 Click to expand... Bad catechesis? How do you figure? What a strange statement. I'm sure John Chrysostom was merely ""badly catechized"" when he said those unfortunate things about the Jews. No, Jewish deicide resulting in the blood curse is the plainly Biblical position, and has been orthodoxy for most of Christian history.",Deicide_27,,,N/A,N/A,N/A,Y,0.267,0.071,0.458,0.975,0,0,0,0,0,4,coder 1,coder 2,coder 3 ,
The Goyim Know,1/26/2023,,Anonymous,,Telegram,https://t.me/ResistanceTrench/9638,ðŸ‡®ðŸ‡±ðŸ‡ºðŸ‡¸ WATCH: The goyim know about ISIS ðŸš©@ResistanceTrench,The Goyim Know_2,,,N/A,N/A,N/A,Y,0.232,0.045,0.456,0.749,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
The Goyim Know,1/27/2023,,Anonymous,,Odysee,https://odysee.com/@lotuseaters_com:1/republicans-were-right-about-social:4,"Hey Lotus Eaters, it's not the Nazis. But the Zionist Jewish cabal which is hell bend in destroying the West, Europe first, then the US. And Hitler did not start WW2 that got 50 million people killed, it was the Zionist Jewish cabal which has been destroying nations and civilizations for thousands of years. Do you know when a Zionist Jew lies, when their lips move.
 
 I just came across this video which is a must watch ""short and sweet"". Yes, the Goyim know. And it's not the Nazis.
 
 https://odysee.com/@TheZionistInspector:0/YouCut_20230126_210035436:9
 
 
 The not so hidden anti white genocide agenda.
 
 https://odysee.com/@KnowMoreNews:1/Anti-White-Kangz:f",The Goyim Know_3,,,3,0,N/A,Y,0.297,0.191,0.43,0.726,0,0,1,0,1,"1,2,6",coder 1,coder 2,coder 3 ,
The Goyim Know,1/27/2023,,Anonymous,,Odysee,https://odysee.com/@DarkHorsePodcastClips:b/should-social-media-allow-anonymous:8,"I just came across this video which is a must watch ""short and sweet"". Yes, the Goyim know. And it's not the Nazis.
 
 https://odysee.com/@TheZionistInspector:0/YouCut_20230126_210035436:9
 
 The Jews anti white genocide agenda in plain sight for eyes and ears to see.
 
 https://www.bitchute.com/video/72B0E45Ewfji/",The Goyim Know_6,,,1,0,N/A,Y,0.243,0.146,0.492,0.295,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
The Goyim Know,02/01/23,,Anonymous,,Odysee,https://odysee.com/@DavidKnightShow:1/live-02-01-2023:b,"The Jew knows the greatest pogrom known to man is coming. The GOYIM know, and are going to rip the Jews apart.",The Goyim Know_7,,,N/A,N/A,N/A,Y,0.353,0.395,0.486,0.895,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
The Goyim Know,1/22/2023,,Anonymous,,Odysee,https://odysee.com/@Blackpilled:b/africo:3,"""shut it down, the goyim know""",The Goyim Know_10,,,0,0,N/A,Y,0.608,0.026,0.488,0.978,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
The Goyim Know,1/19/2023,,Anonymous,,Odysee,https://odysee.com/@WestonParadigm:b/KKK:1d,me at my last klan rally: i exposed the kike and it made the goyim know woo hoo!,The Goyim Know_11,,,0,0,N/A,Y,0.859,0.071,0.414,0.238,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
The Goyim Know,1/25/2023,,Anonymous,,Odysee,https://odysee.com/@ukcolumn:9/Ukcolumn-news-250123:0,The Goyim know,The Goyim Know_12,,,0,0,N/A,Y,0.257,0.037,0.497,0.318,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
The Goyim Know,1/27/2023,,Anonymous,,Odysee,https://odysee.com/@RonPaul:d/why-gov-spends-whatever-it-wants:d,"WW2 was started by the Zionist Jewish cabal, not Hitler and the Socialist party, and the holocaust is a lie which they sold through their MSM propaganda machine. The Zionist Jews lied and 50 plus million people died. These sociopathic desert vermin have been destroying nations and civilizations for thousands of years. They also destroyed the Roman empire, the same way they are destroying the US and Europe. Their sinister end game is to rule the world. The US and Europe are cooked, as is Ukraine.
 
 I just came across this video which is a must watch ""short and sweet"". Yes, the Goyim know. And it's not the Nazis.
 
 https://odysee.com/@TheZionistInspector:0/YouCut_20230126_210035436:9
 
 The Jews anti white genocide agenda in plain sight for eyes and ears to see.
 
 https://www.bitchute.com/video/72B0E45Ewfji/
 
 The script sound familiar doesn't it. No one was listening then and no one is listening now.
 
 https://odysee.com/@odyseeofpaul:e/How-Hitler-Became-An-Anti-Semite...In-His-Own-Words:6",The Goyim Know_13,,,1,0,N/A,Y,0.383,0.184,0.473,0.865,0,0,1,0,1,"1,6",coder 1,coder 2,coder 3 ,
